train:606476521.5634878	 val:345154412.5605318
train:0.11007217692832152	 val:0.11111284498719201
train:0.11606059813629026	 val:0.11395262759340846
train:0.09974039246638616	 val:0.10803066499207331
train:0.09514124925315812	 val:0.10690858655757662
train:0.09214188411237968	 val:0.10615395278926344
train:0.09484940447561119	 val:0.10688584792009298
train:0.09187747230726308	 val:0.10665411298473676
train:0.09008825987685418	 val:0.10613803878102614
